match_id_ss,player_id_ss,player_name,team_id_ss,event_type,minute,second,x,y,end_x,end_y,outcome,data_source
14167986,,,,period,90.0,,,,,,,sofascore
14167986,962883.0,Ansu Fati,,goal,90.0,,,,,,regular,sofascore
14167986,,,,injuryTime,90.0,,,,,,,sofascore
14167986,,,,substitution,84.0,,,,,,regular,sofascore
14167986,,,,substitution,81.0,,,,,,regular,sofascore
14167986,1407848.0,Christian Mawissa,,card,81.0,,,,,,yellow,sofascore
14167986,,,,substitution,74.0,,,,,,regular,sofascore
14167986,,,,substitution,73.0,,,,,,regular,sofascore
14167986,1410148.0,Mamadou Coulibaly,,card,62.0,,,,,,yellow,sofascore
14167986,934237.0,Folarin Balogun,,goal,61.0,,,,,,regular,sofascore
14167986,,,,substitution,58.0,,,,,,regular,sofascore
14167986,902657.0,Jessy Deminguet,,goal,49.0,,,,,,regular,sofascore
14167986,,,,period,45.0,,,,,,,sofascore
14167992,,,,period,90.0,,,,,,,sofascore
14167992,,,,substitution,90.0,,,,,,regular,sofascore
14167992,906075.0,Melvin Bard,,card,90.0,,,,,,yellow,sofascore
14167992,,,,injuryTime,90.0,,,,,,,sofascore
14167992,,,,substitution,86.0,,,,,,regular,sofascore
14167992,919027.0,Ali Abdi,,goal,84.0,,,,,,regular,sofascore
14167992,231946.0,Adrien Thomasson,,card,82.0,,,,,,yellow,sofascore
14167992,966849.0,Saud Abdulhamid,,card,81.0,,,,,,red,sofascore
14167992,,,,substitution,77.0,,,,,,regular,sofascore
14167992,,,,substitution,71.0,,,,,,regular,sofascore
14167992,347010.0,Allan Saint-Maximin,,goal,60.0,,,,,,regular,sofascore
14167992,,,,period,45.0,,,,,,,sofascore
14167992,1606792.0,Abdulay Juma Bah,,card,45.0,,,,,,yellow,sofascore
14167992,,,,injuryTime,45.0,,,,,,,sofascore
14167992,148824.0,Florian Thauvin,,card,44.0,,,,,,yellow,sofascore
14167992,826203.0,Malang Sarr,,card,27.0,,,,,,yellow,sofascore
14167987,,,,period,90.0,,,,,,,sofascore
14167987,,,,injuryTime,90.0,,,,,,,sofascore
14167987,,,,substitution,88.0,,,,,,injury,sofascore
14167987,,,,substitution,85.0,,,,,,regular,sofascore
14167987,,,,substitution,84.0,,,,,,regular,sofascore
14167987,,,,substitution,75.0,,,,,,regular,sofascore
14167987,,,,substitution,74.0,,,,,,regular,sofascore
14167987,1001458.0,Issa Soumaré,,card,73.0,,,,,,yellow,sofascore
14167987,,,,substitution,66.0,,,,,,regular,sofascore
14167987,,,,substitution,65.0,,,,,,regular,sofascore
14167987,,,,substitution,64.0,,,,,,regular,sofascore
14167987,122810.0,Aïssa Mandi,,card,59.0,,,,,,yellow,sofascore
14167987,,,,period,45.0,,,,,,,sofascore
14167987,,,,injuryTime,45.0,,,,,,,sofascore
14167987,128587.0,Thomas Meunier,,card,43.0,,,,,,yellow,sofascore
14167987,873221.0,Ayumu Seko,,card,35.0,,,,,,yellow,sofascore
14167987,1001458.0,Issa Soumaré,,goal,33.0,,,,,,regular,sofascore
14167987,1138804.0,Hakon Arnar Haraldsson,,goal,29.0,,,,,,regular,sofascore
14167987,1012657.0,Lucas Gourna-Douath,,card,5.0,,,,,,yellow,sofascore
14167991,,,,period,90.0,,,,,,,sofascore
14167991,794373.0,Carlens Arcus,,card,90.0,,,,,,yellow,sofascore
14167991,,,,substitution,90.0,,,,,,injury,sofascore
14167991,,,,injuryTime,90.0,,,,,,,sofascore
14167991,,,,substitution,87.0,,,,,,regular,sofascore
14167991,,,,substitution,86.0,,,,,,regular,sofascore
14167991,,,,substitution,79.0,,,,,,regular,sofascore
14167991,,,,substitution,78.0,,,,,,regular,sofascore
14167991,891505.0,Goduine Koyalipou,,goal,77.0,,,,,,penalty,sofascore
14167991,363042.0,Jordan Lefort,,varDecision,75.0,,,,,,penaltyNotAwarded,sofascore
14167991,,,,substitution,71.0,,,,,,regular,sofascore
14167991,927005.0,Lassine Sinayoko,,card,68.0,,,,,,yellow,sofascore
14167991,927005.0,Lassine Sinayoko,,goal,67.0,,,,,,regular,sofascore
14167991,,,,substitution,62.0,,,,,,regular,sofascore
14167991,1047484.0,Sékou Mara,,goal,61.0,,,,,,regular,sofascore
14167991,209768.0,Pierrick Capelle,,card,53.0,,,,,,yellow,sofascore
14167991,190883.0,Branco Van den Boomen,,inGamePenalty,51.0,,,,,,missed,sofascore
14167991,987491.0,Bryan Okoh,,card,49.0,,,,,,yellow,sofascore
14167991,190883.0,Branco Van den Boomen,,varDecision,49.0,,,,,,penaltyNotAwarded,sofascore
14167991,,,,period,45.0,,,,,,,sofascore
14167991,1392829.0,Amine Sbai,,card,45.0,,,,,,yellow,sofascore
14167991,,,,injuryTime,45.0,,,,,,,sofascore
14167991,1047484.0,Sékou Mara,,goal,12.0,,,,,,regular,sofascore
14167990,,,,period,90.0,,,,,,,sofascore
14167990,,,,injuryTime,90.0,,,,,,,sofascore
14167990,1216282.0,Luca Koleosho,,goal,89.0,,,,,,regular,sofascore
14167990,,,,substitution,85.0,,,,,,regular,sofascore
14167990,,,,substitution,83.0,,,,,,regular,sofascore
14167990,,,,substitution,77.0,,,,,,regular,sofascore
14167990,,,,substitution,71.0,,,,,,regular,sofascore
14167990,,,,substitution,70.0,,,,,,regular,sofascore
14167990,1961626.0,Rudy Matondo,,goal,67.0,,,,,,regular,sofascore
14167990,,,,substitution,65.0,,,,,,regular,sofascore
14167990,,,,substitution,60.0,,,,,,regular,sofascore
14167990,,,,period,45.0,,,,,,,sofascore
14167990,,,,injuryTime,45.0,,,,,,,sofascore
14167990,982319.0,Moustapha Mbow,,card,35.0,,,,,,yellow,sofascore
14167990,328035.0,Brendan Chardonnet,,card,26.0,,,,,,yellow,sofascore
14167990,362014.0,Hamari Traoré,,card,24.0,,,,,,yellow,sofascore
14167990,877979.0,Willem Geubbels,,goal,20.0,,,,,,regular,sofascore
14167990,1961626.0,Rudy Matondo,,goal,13.0,,,,,,regular,sofascore
14167988,,,,period,90.0,,,,,,,sofascore
14167988,863133.0,Aron Dønnum,,card,90.0,,,,,,yellow,sofascore
14167988,,,,injuryTime,90.0,,,,,,,sofascore
14167988,1128844.0,Emersonn,,goal,84.0,,,,,,regular,sofascore
14167988,,,,substitution,82.0,,,,,,regular,sofascore
14167988,,,,substitution,78.0,,,,,,regular,sofascore
14167988,,,,substitution,77.0,,,,,,regular,sofascore
14167988,2193194.0,Alexis Vossah,,card,75.0,,,,,,yellow,sofascore
14167988,,,,substitution,72.0,,,,,,injury,sofascore
14167988,,,,substitution,71.0,,,,,,regular,sofascore
14167988,,,,substitution,63.0,,,,,,regular,sofascore
14167988,1894003.0,Dayann Methalie,,card,56.0,,,,,,yellow,sofascore
14167988,,,,substitution,46.0,,,,,,regular,sofascore
14167988,,,,period,45.0,,,,,,,sofascore
14167988,,,,injuryTime,45.0,,,,,,,sofascore
14167988,1894003.0,Dayann Methalie,,goal,43.0,,,,,,regular,sofascore
14167988,1407484.0,Samuel Amo-Ameyaw,,goal,27.0,,,,,,regular,sofascore
14167988,1542818.0,Yaya Diémé,,card,20.0,,,,,,yellow,sofascore
14167989,,,,period,90.0,,,,,,,sofascore
14167989,,,,substitution,90.0,,,,,,regular,sofascore
14167989,,,,injuryTime,90.0,,,,,,,sofascore
14167989,,,,substitution,87.0,,,,,,regular,sofascore
14167989,,,,substitution,84.0,,,,,,injury,sofascore
14167989,1102502.0,Quentin Merlin,,card,82.0,,,,,,yellow,sofascore
14167989,1174937.0,Endrick,,goal,75.0,,,,,,regular,sofascore
14167989,,,,substitution,71.0,,,,,,regular,sofascore
14167989,,,,substitution,70.0,,,,,,regular,sofascore
14167989,1215906.0,Afonso Moreira,,goal,52.0,,,,,,regular,sofascore
14167989,966621.0,Esteban Lepaul,,goal,48.0,,,,,,regular,sofascore
14167989,,,,period,45.0,,,,,,,sofascore
14167989,,,,injuryTime,45.0,,,,,,,sofascore
14167989,343067.0,Corentin Tolisso,,goal,42.0,,,,,,penalty,sofascore
14167989,164055.0,Brice Samba,,card,40.0,,,,,,yellow,sofascore
14167989,829296.0,Roman Yaremchuk,,goal,37.0,,,,,,regular,sofascore
14167989,966621.0,Esteban Lepaul,,card,23.0,,,,,,yellow,sofascore
14167989,876600.0,Mousa Tamari,,goal,6.0,,,,,,regular,sofascore
14064514,,,,period,90.0,,,,,,,sofascore
14064514,,,,injuryTime,90.0,,,,,,,sofascore
14064514,,,,substitution,87.0,,,,,,regular,sofascore
14064514,,,,substitution,82.0,,,,,,regular,sofascore
14064514,2165037.0,Mezian Mesloub,,goal,79.0,,,,,,regular,sofascore
14064514,,,,substitution,79.0,,,,,,regular,sofascore
14064514,1107439.0,Ali Youssef,,card,75.0,,,,,,yellow,sofascore
14064514,1029018.0,Abdallah Sima,,varDecision,72.0,,,,,,goalAwarded,sofascore
14064514,,,,substitution,66.0,,,,,,injury,sofascore
14064514,,,,substitution,65.0,,,,,,regular,sofascore
14064514,,,,substitution,59.0,,,,,,regular,sofascore
14064514,,,,substitution,46.0,,,,,,regular,sofascore
14064514,,,,period,45.0,,,,,,,sofascore
14064514,,,,injuryTime,45.0,,,,,,,sofascore
14064514,1423504.0,Andrija Bulatovic,,card,36.0,,,,,,yellow,sofascore
14064514,1029018.0,Abdallah Sima,,card,15.0,,,,,,yellow,sofascore
14064517,,,,period,90.0,,,,,,,sofascore
14064517,1465307.0,Arthur Avom Ebong,,goal,90.0,,,,,,regular,sofascore
14064517,,,,substitution,90.0,,,,,,regular,sofascore
14064517,,,,injuryTime,90.0,,,,,,,sofascore
14064517,1102503.0,Ahmadou Bamba Dieng,,goal,84.0,,,,,,regular,sofascore
14064517,,,,substitution,76.0,,,,,,regular,sofascore
14064517,,,,substitution,74.0,,,,,,regular,sofascore
14064517,,,,substitution,65.0,,,,,,regular,sofascore
14064517,,,,substitution,64.0,,,,,,regular,sofascore
14064517,,,,substitution,62.0,,,,,,regular,sofascore
14064517,,,,period,45.0,,,,,,,sofascore
14064517,,,,injuryTime,45.0,,,,,,,sofascore
14064517,802138.0,Jean Victor Makengo,,card,42.0,,,,,,yellow,sofascore
14064517,,,,substitution,40.0,,,,,,injury,sofascore
14064517,802138.0,Jean Victor Makengo,,goal,24.0,,,,,,regular,sofascore
14064517,875677.0,Giorgi Tsitaishvili,,card,23.0,,,,,,yellow,sofascore
14064517,1529051.0,Abdoulaye Faye,,card,15.0,,,,,,yellow,sofascore
14064517,1471683.0,Sadibou Sané,,card,9.0,,,,,,yellow,sofascore
14064519,,,,period,90.0,,,,,,,sofascore
14064519,1035986.0,Josué Casimir,,card,90.0,,,,,,yellow,sofascore
14064519,,,,injuryTime,90.0,,,,,,,sofascore
14064519,,,,substitution,86.0,,,,,,regular,sofascore
14064519,,,,substitution,81.0,,,,,,regular,sofascore
14064519,,,,substitution,76.0,,,,,,regular,sofascore
14064519,,,,substitution,71.0,,,,,,regular,sofascore
14064519,927005.0,Lassine Sinayoko,,goal,70.0,,,,,,regular,sofascore
14064519,,,,substitution,59.0,,,,,,regular,sofascore
14064519,,,,period,45.0,,,,,,,sofascore
14064519,,,,injuryTime,45.0,,,,,,,sofascore
14064519,1047484.0,Sékou Mara,,goal,27.0,,,,,,regular,sofascore
14064519,,,,substitution,13.0,,,,,,injury,sofascore
14064519,944164.0,Sofiane Diop,,goal,9.0,,,,,,regular,sofascore
14064513,,,,period,90.0,,,,,,,sofascore
14064513,,,,injuryTime,90.0,,,,,,,sofascore
14064513,45923.0,Ciro Immobile,,card,89.0,,,,,,yellow,sofascore
14064513,352802.0,Maxime López,,card,87.0,,,,,,yellow,sofascore
14064513,,,,substitution,87.0,,,,,,regular,sofascore
14064513,,,,substitution,83.0,,,,,,regular,sofascore
14064513,,,,substitution,77.0,,,,,,regular,sofascore
14064513,,,,substitution,76.0,,,,,,regular,sofascore
14064513,1050692.0,Diego Coppola,,goal,75.0,,,,,,ownGoal,sofascore
14064513,966621.0,Esteban Lepaul,,goal,74.0,,,,,,regular,sofascore
14064513,,,,substitution,71.0,,,,,,injury,sofascore
14064513,,,,substitution,67.0,,,,,,regular,sofascore
14064513,,,,substitution,66.0,,,,,,regular,sofascore
14064513,877979.0,Willem Geubbels,,goal,53.0,,,,,,regular,sofascore
14064513,,,,substitution,46.0,,,,,,regular,sofascore
14064513,,,,period,45.0,,,,,,,sofascore
14064513,,,,injuryTime,45.0,,,,,,,sofascore
14064518,,,,period,90.0,,,,,,,sofascore
14064518,2142283.0,Lanroy Machine,,card,90.0,,,,,,yellow,sofascore
14064518,,,,substitution,90.0,,,,,,regular,sofascore
14064518,,,,injuryTime,90.0,,,,,,,sofascore
14064518,,,,substitution,86.0,,,,,,injury,sofascore
14064518,209768.0,Pierrick Capelle,,card,81.0,,,,,,yellow,sofascore
14064518,,,,substitution,75.0,,,,,,regular,sofascore
14064518,891505.0,Goduine Koyalipou,,goal,70.0,,,,,,regular,sofascore
14064518,,,,substitution,61.0,,,,,,injury,sofascore
14064518,,,,substitution,46.0,,,,,,regular,sofascore
